1,346271E+2	3,718800E+3
1,353307E+2	3,752200E+3
1,360343E+2	3,712700E+3
1,367378E+2	3,744300E+3
1,374412E+2	3,711100E+3
1,381445E+2	3,739400E+3
1,388478E+2	3,714100E+3
1,395510E+2	3,750700E+3
1,402542E+2	3,712600E+3
1,409572E+2	3,751600E+3
1,416602E+2	3,712000E+3
1,423632E+2	3,740900E+3
1,430660E+2	3,716300E+3
1,437688E+2	3,742500E+3
1,444715E+2	3,711800E+3
1,451742E+2	3,740900E+3
1,458768E+2	3,714300E+3
1,465793E+2	3,741000E+3
1,472817E+2	3,709400E+3
1,479841E+2	3,752500E+3
1,486864E+2	3,716400E+3
1,493887E+2	3,745200E+3
1,500909E+2	3,710600E+3
1,507930E+2	3,745900E+3
1,514950E+2	3,707600E+3
1,521970E+2	3,748000E+3
1,528989E+2	3,714800E+3
1,536008E+2	3,741800E+3
1,543026E+2	3,714500E+3
1,550043E+2	3,740500E+3
1,557060E+2	3,715200E+3
1,564076E+2	3,743200E+3
1,571091E+2	3,712500E+3
1,578106E+2	3,740600E+3
1,585121E+2	3,710800E+3
1,592134E+2	3,747200E+3
1,599147E+2	3,716400E+3
1,606160E+2	3,743900E+3
1,613172E+2	3,714900E+3
1,620183E+2	3,738000E+3
1,627194E+2	3,709100E+3
1,634204E+2	3,741500E+3
1,641213E+2	3,705000E+3
1,648222E+2	3,744300E+3
1,655231E+2	3,708300E+3
1,662238E+2	3,750600E+3
1,669246E+2	3,716100E+3
1,676252E+2	3,747800E+3
1,683259E+2	3,718400E+3
1,690264E+2	3,754400E+3
1,697269E+2	3,718900E+3
1,704274E+2	3,757700E+3
1,711278E+2	3,721400E+3
1,718281E+2	3,751500E+3
1,725284E+2	3,720900E+3
1,732286E+2	3,754400E+3
1,739288E+2	3,719000E+3
1,746290E+2	3,746500E+3
1,753290E+2	3,721600E+3
1,760291E+2	3,753800E+3
1,767290E+2	3,728000E+3
1,774290E+2	3,749600E+3
1,781288E+2	3,720600E+3
1,788287E+2	3,756700E+3
1,795285E+2	3,724500E+3
1,802282E+2	3,755800E+3
1,809279E+2	3,726200E+3
1,816275E+2	3,751700E+3
1,823271E+2	3,724500E+3
1,830266E+2	3,752100E+3
1,837261E+2	3,722500E+3
1,844256E+2	3,747600E+3
1,851250E+2	3,727400E+3
1,858243E+2	3,748900E+3
1,865236E+2	3,723200E+3
1,872229E+2	3,750300E+3
1,879221E+2	3,721900E+3
1,886213E+2	3,753900E+3
1,893204E+2	3,724600E+3
1,900195E+2	3,753900E+3
1,907186E+2	3,720600E+3
1,914176E+2	3,750000E+3
1,921165E+2	3,724200E+3
1,928155E+2	3,752600E+3
1,935143E+2	3,718700E+3
1,942132E+2	3,755800E+3
1,949120E+2	3,717700E+3
1,956107E+2	3,751300E+3
1,963094E+2	3,719700E+3
1,970081E+2	3,754600E+3
1,977068E+2	3,722300E+3
1,984053E+2	3,753500E+3
1,991039E+2	3,713200E+3
1,998024E+2	3,750300E+3
2,005009E+2	3,720600E+3
2,011994E+2	3,754500E+3
2,018978E+2	3,721800E+3
2,025962E+2	3,749000E+3
2,032945E+2	3,720900E+3
2,039928E+2	3,756400E+3
2,046911E+2	3,724200E+3
2,053893E+2	3,757600E+3
2,060875E+2	3,721500E+3
2,067857E+2	3,755300E+3
2,074838E+2	3,723100E+3
2,081819E+2	3,754600E+3
2,088800E+2	3,717100E+3
2,095780E+2	3,755300E+3
2,102760E+2	3,714400E+3
2,109740E+2	3,751100E+3
2,116719E+2	3,722600E+3
2,123698E+2	3,747000E+3
2,130677E+2	3,719000E+3
2,137655E+2	3,755900E+3
2,144634E+2	3,720600E+3
2,151612E+2	3,747900E+3
2,158589E+2	3,719500E+3
2,165567E+2	3,750300E+3
2,172543E+2	3,719000E+3
2,179520E+2	3,750900E+3
2,186497E+2	3,719900E+3
2,193473E+2	3,750600E+3
2,200449E+2	3,719800E+3
2,207425E+2	3,754900E+3
2,214400E+2	3,717800E+3
2,221375E+2	3,753600E+3
2,228350E+2	3,717000E+3
2,235325E+2	3,751800E+3
2,242299E+2	3,721000E+3
2,249274E+2	3,753000E+3
2,256247E+2	3,721300E+3
2,263221E+2	3,753300E+3
2,270195E+2	3,725300E+3
2,277168E+2	3,759400E+3
2,284141E+2	3,716800E+3
2,291114E+2	3,759500E+3
2,298087E+2	3,714100E+3
2,305059E+2	3,756200E+3
2,312031E+2	3,731200E+3
2,319003E+2	3,756300E+3
2,325975E+2	3,721600E+3
2,332947E+2	3,755400E+3
2,339918E+2	3,727100E+3
2,346889E+2	3,763800E+3
2,353861E+2	3,728200E+3
2,360831E+2	3,755300E+3
2,367802E+2	3,729700E+3
2,374773E+2	3,754300E+3
2,381743E+2	3,724000E+3
2,388714E+2	3,763000E+3
2,395684E+2	3,725800E+3
2,402654E+2	3,758200E+3
2,409623E+2	3,727400E+3
2,416593E+2	3,759200E+3
2,423562E+2	3,731200E+3
2,430532E+2	3,762000E+3
2,437501E+2	3,725100E+3
2,444470E+2	3,758200E+3
2,451439E+2	3,730200E+3
2,458408E+2	3,755600E+3
2,465377E+2	3,728600E+3
2,472346E+2	3,758400E+3
2,479314E+2	3,726500E+3
2,486283E+2	3,757500E+3
2,493251E+2	3,725900E+3
2,500219E+2	3,761500E+3
2,507187E+2	3,730500E+3
2,514155E+2	3,757300E+3
2,521123E+2	3,721300E+3
2,528091E+2	3,757000E+3
2,535059E+2	3,724300E+3
2,542027E+2	3,755300E+3
2,548994E+2	3,724400E+3
2,555962E+2	3,760700E+3
2,562929E+2	3,717500E+3
2,569897E+2	3,754100E+3
2,576864E+2	3,725800E+3
2,583831E+2	3,753100E+3
2,590799E+2	3,720800E+3
2,597766E+2	3,756800E+3
2,604733E+2	3,724900E+3
2,611700E+2	3,752100E+3
2,618668E+2	3,727100E+3
2,625635E+2	3,754500E+3
2,632602E+2	3,729900E+3
2,639569E+2	3,757500E+3
2,646536E+2	3,726500E+3
2,653503E+2	3,766000E+3
2,660470E+2	3,726300E+3
2,667437E+2	3,754300E+3
2,674404E+2	3,725700E+3
2,681371E+2	3,753500E+3
2,688339E+2	3,725700E+3
2,695305E+2	3,752400E+3
2,702273E+2	3,724400E+3
2,709240E+2	3,752800E+3
2,716207E+2	3,725400E+3
2,723174E+2	3,752500E+3
2,730141E+2	3,727900E+3
2,737108E+2	3,761600E+3
2,744076E+2	3,723900E+3
2,751043E+2	3,751300E+3
2,758011E+2	3,725500E+3
2,764978E+2	3,755400E+3
2,771945E+2	3,723900E+3
2,778913E+2	3,753700E+3
2,785880E+2	3,724800E+3
2,792848E+2	3,751700E+3
2,799816E+2	3,723000E+3
2,806784E+2	3,753700E+3
2,813752E+2	3,721300E+3
2,820719E+2	3,751800E+3
2,827687E+2	3,721100E+3
2,834656E+2	3,759000E+3
2,841624E+2	3,724800E+3
2,848592E+2	3,750400E+3
2,855561E+2	3,728400E+3
2,862529E+2	3,756000E+3
2,869498E+2	3,724900E+3
2,876466E+2	3,759100E+3
2,883435E+2	3,725100E+3
2,890404E+2	3,755500E+3
2,897373E+2	3,719800E+3
2,904343E+2	3,758000E+3
2,911312E+2	3,719900E+3
2,918282E+2	3,761000E+3
2,925251E+2	3,722600E+3
2,932221E+2	3,761700E+3
2,939191E+2	3,723100E+3
2,946161E+2	3,757900E+3
2,953131E+2	3,726800E+3
2,960102E+2	3,758100E+3
2,967072E+2	3,723000E+3
2,974043E+2	3,751600E+3
2,981014E+2	3,725400E+3
2,987985E+2	3,755800E+3
2,994956E+2	3,723100E+3
3,001928E+2	3,757000E+3
3,008900E+2	3,725400E+3
3,015871E+2	3,754700E+3
3,022843E+2	3,719600E+3
3,029816E+2	3,757400E+3
3,036788E+2	3,726200E+3
3,043761E+2	3,755400E+3
3,050734E+2	3,722400E+3
3,057707E+2	3,755500E+3
3,064680E+2	3,715400E+3
3,071653E+2	3,753700E+3
3,078627E+2	3,720800E+3
3,085601E+2	3,759000E+3
3,092575E+2	3,719600E+3
3,099550E+2	3,754700E+3
3,106524E+2	3,722400E+3
3,113499E+2	3,747500E+3
3,120475E+2	3,720600E+3
3,127450E+2	3,746800E+3
3,134426E+2	3,722700E+3
3,141402E+2	3,758600E+3
3,148378E+2	3,719100E+3
3,155354E+2	3,749900E+3
3,162331E+2	3,725200E+3
3,169308E+2	3,754700E+3
3,176285E+2	3,716700E+3
3,183263E+2	3,762200E+3
3,190241E+2	3,718100E+3
3,197219E+2	3,756200E+3
3,204198E+2	3,717200E+3
3,211176E+2	3,760300E+3
3,218156E+2	3,721800E+3
3,225135E+2	3,744800E+3
3,232115E+2	3,714200E+3
3,239095E+2	3,755400E+3
3,246075E+2	3,718000E+3
3,253056E+2	3,754900E+3
3,260037E+2	3,715500E+3
3,267018E+2	3,750500E+3
3,274000E+2	3,717900E+3
3,280982E+2	3,747900E+3
3,287964E+2	3,716200E+3
3,294947E+2	3,750100E+3
3,301930E+2	3,715000E+3
3,308913E+2	3,751600E+3
3,315897E+2	3,715500E+3
3,322881E+2	3,749300E+3
3,329865E+2	3,712600E+3
3,336850E+2	3,749400E+3
3,343835E+2	3,716800E+3
3,350821E+2	3,749100E+3
3,357807E+2	3,715900E+3
3,364794E+2	3,750300E+3
3,371780E+2	3,718900E+3
